,words,word_probs,word_labels
28,"['The', 'image', 'captures', 'a', 'beautiful', 'sunset', 'on', 'a', 'street', 'with', 'several', 'tall', 'buildings', 'in', 'the', 'background.', 'A', 'man', 'is', 'riding', 'a', 'bicycle', 'down', 'the', 'street,', 'enjoying', 'the', 'serene', 'atmosphere.', 'There', 'are', 'multiple', 'traffic', 'lights', 'in', 'the', 'scene,', 'one', 'near', 'the', 'center,', 'another', 'towards', 'the', 'left', 'side,', 'and', 'a', 'third', 'one', 'closer', 'to', 'the', 'right', 'side.', 'In', 'addition', 'to', 'the', 'cyclist,', 'there', 'are', 'other', 'people', 'walking', 'or', 'standing', 'in', 'the', 'area.', 'One', 'person', 'is', 'carrying', 'a', 'backpack,', 'likely', 'going', 'about', 'their', 'daily', 'activities.', 'The', 'overall', 'scene', 'exudes', 'a', 'sense', 'of', 'calm', 'and', 'relaxation,', 'as', 'the', 'sun', 'sets', 'and', 'people', 'go', 'about', 'their', 'day.</s>']","[0.737, 0.633, 0.345, 0.929, 0.046, 0.283, 0.046, 0.763, 0.24, 0.245, 0.098, 0.337, 0.923, 0.294, 0.993, 0.878, 0.599, 0.598, 0.407, 0.864, 0.544, 0.805, 0.544, 0.981, 0.423, 0.158, 0.964, 0.314, 0.717, 0.33, 0.856, 0.381, 0.815, 0.995, 0.134, 0.836, 0.831, 0.045, 0.157, 0.983, 0.419, 0.574, 0.234, 1.0, 0.306, 0.20697600000000002, 0.975, 0.401, 0.712, 0.387, 0.135, 0.995, 0.998, 0.749, 0.048600000000000004, 0.03, 0.824, 0.699, 0.987, 0.218, 0.81, 0.886, 0.075, 0.75, 0.202, 0.266, 0.77, 0.142, 0.754, 0.48, 0.043, 1.0, 1.0, 0.011, 0.002, 0.001, 1.0, 1.0, 1.0, 1.0, 0.003, 1.0, 1.0, 1.0, 0.223, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.034, 0.372, 1.0, 0.001, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
29,"['The', 'image', 'features', 'two', 'women', 'wearing', 'yellow', 'and', 'black', 'costumes,', 'possibly', 'as', 'part', 'of', 'a', 'cosplay', 'event', 'or', 'a', 'promotional', 'event.', 'They', 'are', 'both', 'dressed', 'in', 'yellow', 'and', 'black', 'outfits,', 'and', 'their', 'faces', 'are', 'painted', 'yellow.', 'One', 'of', 'the', 'women', 'is', 'smiling', 'and', 'giving', 'a', 'thumbs', 'up,', 'while', 'the', 'other', 'woman', 'appears', 'to', 'be', 'looking', 'at', 'the', 'camera.', 'In', 'addition', 'to', 'the', 'main', 'women,', 'there', 'are', 'two', 'other', 'people', 'in', 'the', 'scene,', 'one', 'of', 'them', 'wearing', 'a', 'tie.', 'There', 'is', 'also', 'a', 'clock', 'visible', 'in', 'the', 'background,', 'and', 'a', 'cell', 'phone', 'can', 'be', 'seen', 'on', 'a', 'surface.', 'The', 'scene', 'seems', 'to', 'be', 'a', 'fun', 'and', 'lively', 'gathering', 'where', 'people', 'are', 'enjoying', 'themselves.</s>']","[0.69, 0.88, 0.58, 0.97, 0.74, 0.44, 0.48, 0.13, 0.8, 0.0018, 0.13, 0.3, 0.34, 1.0, 0.92, 0.12, 0.81, 0.44, 0.52, 0.03, 0.09, 0.42, 0.67, 0.55, 0.03, 0.51, 0.65, 0.34, 0.86, 0.046000000000000006, 0.19, 0.18, 0.5, 0.89, 0.86, 0.0, 0.18, 0.79, 0.92, 0.98, 0.66, 0.1, 0.14, 0.56, 0.94, 0.96, 0.4, 0.33, 0.96, 1.0, 0.5, 0.23, 0.91, 0.97, 0.09, 0.33, 0.44, 0.98, 0.1, 1.0, 1.0, 1.0, 1.0, 0.32, 1.0, 1.0, 1.0, 0.08, 0.02, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.09, 1.0, 0.0, 0.15, 1.0, 1.0, 0.02, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.01, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
30,"['In', 'the', 'image,', 'there', 'is', 'a', 'person', 'dressed', 'in', 'orange,', 'sitting', 'in', 'a', 'chair', 'and', 'drawing', 'on', 'a', 'white', 'sheet', 'of', 'paper.', 'Another', 'individual', 'is', 'wearing', 'an', 'orange', 't-shirt,', 'standing', 'near', 'the', 'person', 'seated', 'at', 'the', 'table.', 'A', 'third', 'person', 'is', 'also', 'visible', 'in', 'the', 'scene,', 'sitting', 'in', 'a', 'chair', 'further', 'away.', 'The', 'chair', 'on', 'which', 'the', 'first', 'person', 'is', 'seated', 'features', 'a', 'wooden', 'design,', 'and', 'a', 'book', 'can', 'be', 'spotted', 'resting', 'on', 'the', 'table', 'in', 'the', 'background.', 'The', 'second', 'person', 'standing', 'near', 'the', 'seated', 'person', 'is', 'likely', 'observing', 'the', 'drawing', 'process', 'or', 'participating', 'in', 'the', 'activity.</s>']","[0.26, 0.75, 0.85, 0.47, 0.28, 0.95, 0.1, 0.06, 0.97, 0.31, 0.35, 0.08, 0.45, 0.81, 0.5, 0.02, 0.46, 0.84, 0.02, 0.14, 0.59, 0.99, 0.12, 0.08, 0.54, 0.01, 0.29, 0.99, 0.0, 0.1, 0.09, 0.83, 0.32, 0.13, 0.16, 0.96, 0.87, 0.08, 0.11, 0.91, 0.52, 0.26, 0.19, 0.61, 0.99, 0.71, 0.07, 0.25, 0.66, 0.87, 0.04, 0.35, 0.2, 1.0, 1.0, 0.0, 0.2, 1.0, 0.69, 1.0, 0.01, 1.0, 1.0, 0.01, 0.02, 0.05, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.03, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.01, 1.0, 1.0, 0.02, 0.06, 1.0, 1.0, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
31,"['The', 'black', 'and', 'white', 'photo', 'shows', 'a', 'group', 'of', 'people', 'wearing', 'dresses', 'and', 'sitting', 'by', 'the', 'water.', 'The', 'individuals', 'are', 'socializing', 'and', 'enjoying', 'the', 'day.', 'In', 'addition', 'to', 'the', 'people,', 'there', 'are', 'multiple', 'clocks', 'present', 'throughout', 'the', 'scene,', 'likely', 'indicating', 'the', 'time', 'for', 'the', 'people', 'engaging', 'in', 'outdoor', 'activities.', 'Another', 'striking', 'detail', 'is', 'the', 'presence', 'of', 'a', 'fish,', 'which', 'adds', 'a', 'touch', 'of', 'nature', 'to', 'the', 'overall', 'setting.</s>']","[0.75, 0.01, 0.99, 1.0, 0.34, 0.09, 0.62, 0.81, 1.0, 0.52, 0.01, 0.34, 0.25, 0.33, 0.34, 0.47, 0.67, 0.09, 0.09, 0.54, 0.01, 0.67, 0.83, 0.24, 0.02, 0.09, 0.09, 0.88, 0.93, 0.66, 0.82, 0.46, 0.04, 0.05, 0.06, 0.03, 1.0, 0.8, 0.07, 0.16, 0.72, 0.91, 0.15, 0.45, 0.33, 0.0, 0.97, 0.03, 0.96, 0.0, 0.0, 0.72, 0.52, 0.65, 0.7, 1.0, 0.49, 0.01, 0.29, 0.44, 0.54, 0.19, 1.0, 0.5, 0.74, 0.97, 0.11, 0.19]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False]"
32,"['The', 'image', 'depicts', 'a', 'group', 'of', 'people,', 'both', 'men', 'and', 'women,', 'dressed', 'in', 'dress', 'clothes', 'and', 'walking', 'in', 'a', 'group.', 'Among', 'the', 'group', 'of', 'people,', 'there', 'is', 'a', 'woman', 'wearing', 'a', 'blue', 'dress,', 'and', 'she', 'is', 'holding', 'a', 'rose.', 'Some', 'people', 'are', 'walking', 'towards', 'the', 'camera,', 'while', 'others', 'are', 'walking', 'away.', 'One', 'man', 'is', 'wearing', 'a', 'suit', 'and', 'tie,', 'and', 'he', 'is', 'looking', 'back', 'towards', 'the', 'camera.', 'A', 'couple', 'of', 'people', 'are', 'carrying', 'handbags,', 'with', 'one', 'person', 'having', 'a', 'handbag', 'on', 'their', 'left', 'shoulder', 'and', 'another', 'person', 'holding', 'a', 'handbag', 'in', 'their', 'right', 'hand.', 'The', 'scene', 'appears', 'to', 'be', 'a', 'formal', 'gathering', 'or', 'event,', 'where', 'the', 'attendees', 'are', 'dressed', 'formally', 'and', 'interacting', 'with', 'each', 'other.</s>']","[0.77, 0.86, 0.25, 0.96, 0.79, 1.0, 0.66, 0.11, 0.73, 1.0, 1.0, 0.39, 0.83, 0.01, 0.21, 0.52, 0.32, 0.03, 0.61, 0.03, 0.21, 0.63, 0.61, 0.05, 0.83, 0.43, 0.63, 0.93, 0.19, 0.36, 0.93, 0.62, 0.0, 0.27, 0.36, 0.71, 0.59, 0.93, 0.36, 0.06, 0.13, 0.29, 0.21, 0.06, 0.65, 0.58, 0.56, 0.97, 0.7, 0.4, 0.72, 0.17, 1.0, 1.0, 0.03, 1.0, 1.0, 1.0, 0.24, 0.04, 1.0, 0.0, 1.0, 1.0, 0.08, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.05, 0.15, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.38, 0.01, 1.0, 1.0, 0.01, 1.0, 0.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.01, 0.06, 1.0, 0.25, 0.11, 1.0, 0.07, 1.0, 0.0, 0.0, 0.01, 1.0, 0.01, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
33,"['The', 'image', 'features', 'a', 'young', 'girl', 'with', 'a', 'pink', 'and', 'white', 'shirt,', 'looking', 'sad', 'or', 'bored', 'in', 'a', 'restaurant.', 'She', 'is', 'wearing', 'a', 'cast', 'on', 'her', 'arm,', 'which', 'could', 'be', 'an', 'injury', 'sustained', 'from', 'an', 'accident', 'or', 'a', 'sports-related', 'mishap.', 'The', 'girl', 'is', 'sitting', 'at', 'a', 'dining', 'table', 'with', 'a', 'few', 'chairs', 'around', 'it.', 'In', 'the', 'background,', 'there', 'is', 'a', 'small', 'dining', 'table', 'with', 'a', 'chair.', 'A', 'cell', 'phone', 'is', 'placed', 'on', 'the', 'table,', 'possibly', 'belonging', 'to', 'the', 'girl', 'or', 'one', 'of', 'the', 'people', 'in', 'the', 'restaurant.</s>']","[0.7, 0.87, 0.55, 0.99, 0.69, 0.84, 0.35, 0.12, 0.22, 0.25, 0.27, 0.75, 0.03, 0.41, 0.13, 0.18, 0.02, 0.71, 0.48, 0.87, 0.46, 0.15, 0.89, 0.17, 0.73, 0.9, 0.57, 0.28, 0.06, 0.39, 0.09, 0.07, 0.08, 0.25, 0.38, 0.75, 0.47, 0.26, 0.35, 0.22, 0.52, 0.56, 0.33, 0.53, 0.7, 0.89, 0.81, 1.0, 0.27, 0.27, 0.12, 0.9, 0.32, 0.031200000000000002, 0.06, 0.79, 0.61, 0.74, 0.41, 0.68, 0.01, 0.25, 0.91, 0.29, 0.35, 0.19, 0.15, 0.43, 0.96, 0.46, 0.39, 0.8, 0.89, 0.66, 0.26, 0.69, 1.0, 0.87, 0.88, 0.61, 0.05, 1.0, 0.87, 0.18, 0.33, 0.99, 0.6]","[False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
34,"['The', 'image', 'features', 'two', 'small,', 'brightly', 'colored', 'action', 'figures', 'or', 'dolls', 'standing', 'next', 'to', 'each', 'other', 'on', 'a', 'sandy', 'surface.', 'These', 'toys', 'are', 'designed', 'to', 'look', 'like', 'women,', 'and', 'they', 'appear', 'to', 'be', 'positioned', 'to', 'be', 'on', 'a', 'boat.', 'One', 'of', 'the', 'dolls', 'is', 'wearing', 'a', 'blue', 'shirt,', 'while', 'the', 'other', 'one', 'has', 'a', 'pink', 'shirt.', 'This', 'scene', 'likely', 'reflects', 'the', 'creativity', 'of', 'a', 'child', 'who', 'has', 'dressed', 'the', 'dolls', 'up', 'in', 'fun', 'costumes.</s>']","[0.75, 0.83, 0.64, 0.68, 0.1, 0.08, 0.86, 0.07, 0.79, 0.04, 0.52, 0.21, 0.21, 1.0, 0.88, 1.0, 0.55, 0.86, 0.51, 0.58, 0.05, 0.28, 0.34, 0.16, 0.88, 0.39, 0.96, 0.04, 0.25, 0.53, 0.18, 0.91, 0.96, 0.02, 0.03, 0.17, 0.27, 0.86, 0.79, 0.26, 0.75, 0.97, 0.43, 0.72, 0.72, 0.64, 0.68, 0.77, 0.73, 0.99, 0.99, 0.28, 0.39, 0.33, 0.52, 0.69, 0.02, 0.21, 0.08, 0.02, 0.21, 0.14, 0.25, 0.25, 0.82, 0.47, 0.42, 0.01, 0.22, 0.63, 0.07, 0.29, 0.04, 0.03]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
35,"['In', 'the', 'image,', 'there', 'are', 'two', 'men', 'standing', 'near', 'a', 'bus', 'stop.', 'One', 'of', 'the', 'men', 'is', 'wearing', 'a', 'black', 'jacket,', 'while', 'the', 'other', 'man', 'is', 'wearing', 'a', 'white', 'jacket.', 'They', 'are', 'both', 'holding', 'their', 'cell', 'phones,', 'possibly', 'checking', 'for', 'updates', 'or', 'communicating', 'with', 'someone.', 'There', 'are', 'several', 'bicycles', 'in', 'the', 'scene,', 'with', 'one', 'bicycle', 'located', 'near', 'the', 'left', 'side', 'of', 'the', 'image,', 'another', 'one', 'in', 'the', 'middle,', 'and', 'the', 'third', 'one', 'on', 'the', 'right', 'side.', 'Additionally,', 'there', 'is', 'a', 'backpack', 'placed', 'on', 'the', 'ground,', 'closer', 'to', 'the', 'right', 'side', 'of', 'the', 'image.', 'The', 'presence', 'of', 'these', 'objects', 'suggests', 'that', 'the', 'men', 'might', 'be', 'using', 'public', 'transportation', 'or', 'cycling', 'for', 'their', 'daily', 'commute.</s>']","[0.319, 0.771, 0.796, 0.419, 0.491, 0.499, 0.548, 0.702, 0.129, 0.848, 0.137, 0.021725, 0.835, 0.689, 0.758, 0.985, 0.798, 0.508, 0.912, 0.442, 0.002196, 0.467, 0.97, 0.995, 0.32, 0.579, 0.583, 0.921, 0.114, 0.588, 0.334, 0.329, 0.572, 0.424, 0.15, 0.234, 0.891, 0.515, 0.504, 0.355, 0.534, 0.597, 0.246, 0.947, 0.58, 0.351, 1.0, 1.0, 1.0, 1.0, 1.0, 0.003, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.118, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.058, 1.0, 1.0, 0.001, 1.0, 1.0, 1.0, 1.0, 0.131, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.039, 1.0, 1.0, 1.0, 1.0, 1.0, 0.06, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.001, 1.0, 1.0, 1.0, 1.0, 0.123]","[False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
36,"['The', 'image', 'features', 'two', 'firefighters', 'dressed', 'in', 'their', 'firefighting', 'gear,', 'standing', 'next', 'to', 'each', 'other.', 'They', 'are', 'wearing', 'black', 'and', 'yellow', 'uniforms,', 'with', 'one', 'of', 'them', 'wearing', 'a', 'white', 'helmet.', 'The', 'firefighters', 'are', 'inspecting', 'a', 'tire,', 'possibly', 'a', 'spare', 'tire,', 'which', 'is', 'situated', 'on', 'the', 'ground', 'in', 'front', 'of', 'them.', 'The', 'scene', 'appears', 'to', 'be', 'taking', 'place', 'on', 'a', 'street,', 'with', 'a', 'building', 'in', 'the', 'background.</s>']","[0.702, 0.688, 0.442, 0.792, 0.678, 0.231, 0.995, 0.324, 0.5, 0.564, 0.348, 0.321, 1.0, 0.482, 1.0, 0.372, 0.517, 0.119, 0.377, 0.277, 0.665, 0.002977, 0.426, 0.171, 0.658, 0.555, 0.347, 0.919, 0.41, 0.911, 0.36, 0.797, 0.616, 0.041, 0.743, 0.333, 0.521, 0.26, 0.333, 0.06162499999999999, 0.263, 0.759, 0.032, 0.468, 0.927, 0.885, 0.256, 0.741, 1.0, 0.981, 0.433, 0.456, 0.163, 0.973, 0.769, 0.496, 1.0, 0.076, 0.801, 0.291, 0.437, 0.404, 0.335, 0.384, 0.996, 0.959]","[False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
37,"['The', 'image', 'features', 'a', 'group', 'of', 'people', 'who', 'seem', 'to', 'be', 'taking', 'pictures', 'of', 'something', 'happening', 'in', 'the', 'background.', 'Among', 'them,', 'a', 'man', 'wearing', 'a', 'black', 'jacket', 'is', 'holding', 'a', 'camera,', 'capturing', 'the', 'moment.', 'The', 'person', 'in', 'the', 'center', 'of', 'the', 'scene', 'is', 'using', 'a', 'cell', 'phone', 'to', 'take', 'a', 'photo', 'while', 'other', 'individuals', 'in', 'the', 'group', 'are', 'either', 'holding', 'cameras', 'or', 'using', 'their', 'cell', 'phones', 'to', 'take', 'pictures', 'as', 'well.', 'The', 'setting', 'appears', 'to', 'be', 'in', 'a', 'city,', 'with', 'a', 'busy', 'atmosphere.', 'Two', 'handbags', 'can', 'be', 'spotted', 'in', 'the', 'scene,', 'one', 'near', 'the', 'center', 'and', 'the', 'other', 'towards', 'the', 'right', 'side.', 'The', 'combination', 'of', 'people', 'using', 'different', 'devices', 'to', 'capture', 'the', 'moment,', 'along', 'with', 'the', 'bustling', 'cityscape,', 'creates', 'an', 'engaging', 'and', 'lively', 'scene.</s>']","[0.725, 0.741, 0.252, 0.48, 0.375, 1.0, 0.58, 0.007, 0.326, 0.981, 0.983, 0.077, 0.456, 0.427, 0.168, 0.022, 0.432, 0.717, 0.272, 0.111, 0.333, 0.189, 0.768, 0.293, 0.837, 0.388, 0.592, 0.406, 0.503, 0.769, 0.843, 0.231, 0.876, 0.755, 0.106, 0.014, 0.171, 0.661, 0.098, 0.447, 0.969, 0.591, 0.438, 0.064, 0.808, 0.562, 0.901, 0.678, 0.659, 0.567, 0.363, 0.013, 0.056, 0.476, 0.136, 0.955, 0.153, 0.565, 0.06, 0.215, 0.553, 0.833, 0.188, 0.56, 0.625, 0.96, 0.574, 0.34, 0.891, 0.3, 1.0, 0.155, 1.0, 1.0, 1.0, 1.0, 1.0, 0.465, 1.0, 0.052, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.001, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.004, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.005, 1.0, 1.0, 1.0, 1.0, 1.0, 0.006, 1.0, 0.003, 1.0, 0.003, 1.0, 1.0, 1.0, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
38,"['The', 'image', 'depicts', 'a', 'group', 'of', 'people,', 'predominantly', 'women,', 'gathered', 'together', 'in', 'a', 'stadium-like', 'setting.', 'They', 'are', 'all', 'focused', 'on', 'their', 'cell', 'phones,', 'likely', 'using', 'them', 'to', 'capture', 'moments', 'or', 'communicate', 'with', 'others.', 'Some', 'of', 'the', 'women', 'can', 'be', 'seen', 'wearing', 'red', 'and', 'white', 'shirts,', 'which', 'adds', 'a', 'pop', 'of', 'color', 'to', 'the', 'scene.', 'The', 'crowd', 'appears', 'to', 'be', 'engaged', 'in', 'the', 'event', 'they', 'are', 'attending,', 'with', 'many', 'of', 'them', 'using', 'their', 'cell', 'phones', 'to', 'document', 'the', 'experience.', 'The', 'overall', 'atmosphere', 'is', 'lively', 'and', 'bustling,', 'as', 'the', 'attendees', 'are', 'fully', 'immersed', 'in', 'the', 'event', 'and', 'the', 'excitement', 'it', 'brings.</s>']","[0.707, 0.855, 0.217, 0.663, 0.49, 1.0, 0.433, 0.14, 0.73, 0.393, 0.352, 0.354, 0.826, 0.334, 0.67, 0.512, 0.718, 0.458, 0.231, 0.97, 0.784, 0.859, 0.888, 0.243, 0.057, 0.827, 0.5, 0.403, 0.174, 0.336, 0.547, 0.946, 0.789, 0.071, 0.624, 0.812, 0.498, 0.131, 0.981, 0.975, 0.396, 0.189, 0.352, 0.685, 0.016700000000000003, 0.156, 0.196, 0.52, 0.197, 0.999, 0.996, 0.993, 0.983, 0.96, 0.075, 1.0, 1.0, 1.0, 1.0, 1.0, 0.032, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.007, 0.29, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.418, 1.0, 1.0, 1.0, 0.2, 0.049, 1.0, 0.01, 1.0, 0.009, 0.183, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.005]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
39,"['The', 'image', 'features', 'a', 'group', 'of', 'three', 'little', 'girls', 'sitting', 'together', 'on', 'the', 'grass.', 'They', 'are', 'wearing', 'hats,', 'with', 'one', 'girl', 'wearing', 'a', 'pink', 'hat.', 'The', 'scene', 'appears', 'to', 'be', 'set', 'in', 'a', 'garden,', 'as', 'there', 'are', 'multiple', 'oranges', 'scattered', 'around', 'them.', 'One', 'little', 'girl,', 'wearing', 'a', 'black', 'shirt,', 'is', 'holding', 'a', 'spoon,', 'possibly', 'serving', 'food', 'to', 'the', 'others.', 'Various', 'fruits', 'can', 'be', 'seen', 'in', 'the', 'scene,', 'such', 'as', 'multiple', 'oranges', 'and', 'apples,', 'adding', 'to', 'the', 'lively', 'and', 'colorful', 'atmosphere.</s>']","[0.743, 0.824, 0.421, 0.79, 0.424, 0.999, 0.098, 0.13, 0.965, 0.381, 0.107, 0.469, 0.615, 0.45, 0.461, 0.544, 0.104, 0.124, 0.361, 0.616, 0.435, 0.5, 0.954, 0.548, 0.861, 0.401, 0.101, 0.279, 0.947, 0.927, 0.233, 0.409, 0.813, 0.208, 0.351, 0.587, 0.814, 0.215, 0.178, 0.396, 0.639, 0.018105, 0.185, 1.0, 1.0, 1.0, 0.002, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.026, 0.157, 0.051, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.102, 1.0, 0.005, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
